contractor_raw,normalized_name,ticker,parent_company,relationship,is_public,confidence,reasoning,resolved_at,resolver_model,llm_cache_key,skills_version
STS Government Solutions LLC,STS Government Solutions,,,private,false,0.88,"Despite 'Government Solutions' in name, this is a small-business firm (designated by asterisk in original) with no recognisable connection to a public company.",2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
Saab Inc.,Saab,SAAB-B,Saab AB,direct,true,0.88,"Saab Inc. is the U.S. subsidiary of Saab AB, the Swedish defense contractor listed on Nasdaq Stockholm as SAAB-B.",2026-09-02 16:07:07,claude-haiku-4-5,df27f8a099c2b13549e934e7cda771efb87817d854f62d51df8d8b9cdff25c28,sk-5c88474c
Saalex Corp.,Saalex,,,private,false,0.92,No known connection to listed defense contractors; appears to be an independent small business.,2026-09-02 16:07:07,claude-haiku-4-5,df27f8a099c2b13549e934e7cda771efb87817d854f62d51df8d8b9cdff25c28,sk-5c88474c
"Saildrone Inc.,*",Saildrone,,,private,false,0.85,"Saildrone is a private autonomous ocean-systems company; no public listing known as of knowledge cutoff, though ownership may have changed.",2026-09-02 16:07:07,claude-haiku-4-5,df27f8a099c2b13549e934e7cda771efb87817d854f62d51df8d8b9cdff25c28,sk-5c88474c
Salute Industries Inc.,Salute Industries,,,private,false,0.93,A small manufacturing or logistics firm with no identified affiliation to public defense contractors.,2026-09-02 16:07:07,claude-haiku-4-5,df27f8a099c2b13549e934e7cda771efb87817d854f62d51df8d8b9cdff25c28,sk-5c88474c
"Sandtable Inc.,*",Sandtable,,,private,false,0.9,A small specialized consulting or engineering firm; no public parent identified.,2026-09-02 16:07:07,claude-haiku-4-5,df27f8a099c2b13549e934e7cda771efb87817d854f62d51df8d8b9cdff25c28,sk-5c88474c
Sanken-Witco JV,Sanken-Witco JV,,,joint_venture,false,0.82,Joint venture of two small private construction firms; neither Sanken nor Witco is a recognisable listed U.S. defence contractor.,2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
"Sawasawa LLC,*",Sawasawa,,,private,false,0.93,No recognizable defense contractor match; appears to be a small private firm.,2026-09-02 16:07:07,claude-haiku-4-5,df27f8a099c2b13549e934e7cda771efb87817d854f62d51df8d8b9cdff25c28,sk-5c88474c
Schuyler Line Navigation Co. LLC,Schuyler Line Navigation,,,private,false,0.92,A maritime or navigation services company with no known affiliation to public defense contractors.,2026-09-02 16:07:07,claude-haiku-4-5,df27f8a099c2b13549e934e7cda771efb87817d854f62d51df8d8b9cdff25c28,sk-5c88474c
SciTec Innovations LLC,SciTec Innovations,,,private,false,0.92,A small technology innovation firm; no public parent or division identified.,2026-09-02 16:07:07,claude-haiku-4-5,df27f8a099c2b13549e934e7cda771efb87817d854f62d51df8d8b9cdff25c28,sk-5c88474c
Science Applications International Corp.,Science Applications International Corporation,SAIC,Science Applications International Corporation,direct,true,0.99,Deterministic exact alias match on 'Science Applications International Corporation' in data/universe.csv -> SAIC (Science Applications International Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Scientific Research Corp.,Scientific Research,,,private,false,0.88,A generic name shared by multiple private R&D firms; no match to a specific listed company.,2026-09-02 16:07:07,claude-haiku-4-5,df27f8a099c2b13549e934e7cda771efb87817d854f62d51df8d8b9cdff25c28,sk-5c88474c
Sea Pac Engineering Inc.,Sea Pac Engineering,,,private,false,0.92,A regional marine engineering firm; no known connection to public defense contractors.,2026-09-02 16:07:07,claude-haiku-4-5,df27f8a099c2b13549e934e7cda771efb87817d854f62d51df8d8b9cdff25c28,sk-5c88474c
SeaCube Leasing International Inc.,SeaCube Leasing International,,,private,false,0.9,A container leasing company; not a defense contractor and no connection to listed prime.,2026-09-02 16:07:07,claude-haiku-4-5,df27f8a099c2b13549e934e7cda771efb87817d854f62d51df8d8b9cdff25c28,sk-5c88474c
SeaTac Marine Services LLC,SeaTac Marine Services,,,private,false,0.92,Small marine services firm; no recognizable public parent; falls within typical $7.5M+ DoD contract threshold for private operators.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
Sealift Inc. of Delaware,Sealift of Delaware,,,private,false,0.92,A maritime services or logistics provider; no identified affiliation to public defense contractors.,2026-09-02 16:07:07,claude-haiku-4-5,df27f8a099c2b13549e934e7cda771efb87817d854f62d51df8d8b9cdff25c28,sk-5c88474c
Sechan Electronics Inc.,Sechan Electronics,,,private,false,0.9,Specialized electronics supplier; no match to any known public contractor or division.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
Segers Aero Corp.,Segers Aero,,,private,false,0.88,Aerospace parts supplier with generic name; not a recognizable division of a listed contractor.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
"Semper Tek Inc.,*",Semper Tek,,,private,false,0.9,Small-business designated IT/tech firm; no public parent identified.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
Sentar Inc.,Sentar,,,private,false,0.88,Engineering and technical services firm; no recognizable affiliation with a public company.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
Serco Inc.,Serco,,,private,false,0.85,Serco is a UK-listed public company (LSE: SRP) but resolves to foreign listing; treating as foreign-parent private for US equity research.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
"Serviam Construction LLC,*",Serviam Construction,,,private,false,0.92,Small-business designated construction firm; typical profile for $7.5M+ threshold private award.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
"Seybren Construction LLC,*",Seybren Construction,,,private,false,0.92,Small-business construction services; generic name with no public parent.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
"Shield Analysis Technology LLC,*",Shield Analysis Technology,,,private,false,0.9,Small-business analytics/engineering shop; no recognizable public affiliation.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
Shipcom Federal Solutions LLC,Shipcom Federal Solutions,,,private,false,0.89,Federal IT/communications contractor with generic name; no public parent identified.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
Siemens Government Technologies,Siemens Government Technologies,,,private,false,0.72,"While Siemens AG (Munich) is public, this US division may operate as a private subsidiary; treating as private for US equity targeting.",2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
Sierra Nevada Co. LLC,Sierra Nevada,,,private,false,0.93,Sierra Nevada Corporation is a major aerospace contractor but remains privately held; not publicly listed.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
Sierra Space Corp.,Sierra Space,,,private,false,0.87,Spun from Sierra Nevada Corporation; remains private; separate entity but not publicly traded.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
Sievert Electric Service and Sales Co.,Sievert Electric Service and Sales,,,private,false,0.91,Regional electrical contractor; no public parent identified.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
Sigmatech Inc.,Sigmatech,,,private,false,0.89,Engineering/technical services firm; no recognizable public affiliation.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
"Significance Inc.,*",Significance,,,private,false,0.9,Small-business analytics or software firm; generic name with no public parent.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
Sikorsky Aircraft Corp.,Sikorsky Aircraft,LMT,Lockheed Martin Corporation,subsidiary,true,0.99,Deterministic exact alias match on 'Sikorsky Aircraft' in data/universe.csv -> LMT (Lockheed Martin Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
Sikorsky Aircraft Corporation,Sikorsky Aircraft,LMT,Lockheed Martin Corporation,subsidiary,true,0.99,Deterministic exact alias match on 'Sikorsky Aircraft' in data/universe.csv -> LMT (Lockheed Martin Corporation); no model call.,2026-09-01 23:40:25,deterministic,,sk-5c88474c
"Sikorsky Aircraft Corp., Lockheed Martin Co.","Sikorsky Aircraft Corp., Lockheed Martin",LMT,Lockheed Martin Corporation,subsidiary,true,0.94,Deterministic alias prefix match on 'Sikorsky Aircraft' in data/universe.csv -> LMT (Lockheed Martin Corporation); no model call.,2026-09-02 15:48:38,deterministic,,sk-5c88474c
"Silver Wings Aerospace, Inc., doing business as Silver Wings Aerospace Inc.",Silver Wings Aerospace,,,private,false,0.9,Aerospace services firm; DBA variation does not indicate public parent.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
"Skookum Educational Programs, doing business as Tessera",Skookum Educational Programs,,,private,false,0.89,Education/training services firm operating under Tessera DBA; private contractor.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
Small Business Consulting Corp.,Small Business Consulting,,,private,false,0.93,Generic consulting firm name; typical private small-business contractor.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
"Snow & Company Inc.,*",Snow & Company,,,private,false,0.91,Small-business contractor with generic name; no public affiliation.,2026-09-02 16:07:18,claude-haiku-4-5,6e18a0ca989152a48cb50f6e14466f25de6d39e7496e0d529682b32d0c872b9c,sk-5c88474c
Solute,Solute,,,private,false,0.85,No recognisable public company or alias match; likely a small specialized engineering or services firm within DoD's $7.5M+ publication threshold.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
"Source One Spares LLC, doing business as Source One Spares",Source One Spares,,,private,false,0.9,Small-business parts supplier; no connection to any listed company in public records.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
South Carolina Commission for the Blind,South Carolina Commission for the Blind,,,private,false,0.95,"Government agency, not a private contractor and not public equity.",2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
"Southern Aire Contracting Inc.,*",Southern Aire Contracting,,,private,false,0.9,Small regional HVAC or mechanical contracting firm; marked small-business; not a subsidiary of any listed entity.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
"Southern Contracting LLC,*",Southern Contracting,,,private,false,0.9,Small-business construction contractor; no tie to a public parent; common generic name.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
Southwest Research Institute,Southwest Research Institute,,,private,false,0.92,Nonprofit independent R&D institute in San Antonio; not publicly listed.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
"Souza Construction Inc.,*",Souza Construction,,,private,false,0.9,Small-business regional construction company; no known public parent.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
Space Exploration Technologies Corp.,Space Exploration Technologies,,,private,false,0.96,SpaceX (Space Exploration Technologies Corp.) remains a privately held company with no public listing.,2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
"Space Ground System Solutions, Inc",Space Ground System Solutions,,,private,false,0.85,Likely a small aerospace systems integrator or ground-support firm; no public-company match found.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
Spectrum Builders & Renovations Inc.,Spectrum Builders & Renovations,,,private,false,0.9,Regional construction and renovation contractor; no public affiliation evident.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
Spees-Reid Middleton JV LLC,Spees-Reid Middleton JV,,,joint_venture,false,0.7,Joint venture between three private construction firms; no public parent identified for either prime.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
Spiral Solutions and Technologies Inc.,Spiral Solutions and Technologies,,,private,false,0.85,Generic name for an IT or software services contractor; no recognisable public company match.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
Spur Nicklaus JV LLC,Spur Nicklaus JV,,,joint_venture,false,0.7,Joint venture between two private construction or engineering firms; no public parent.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
Staite Engineering Inc.,Staite Engineering,,,private,false,0.85,Engineering consulting firm; no match to any listed company.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
Standard Aero (San Antonio) Inc.,Standard Aero (San Antonio),SARO,StandardAero Inc,subsidiary,true,0.75,"StandardAero's San Antonio unit rolls up to StandardAero, which completed a NYSE IPO (SARO) in late 2024 while Carlyle retained a majority stake; the recency of that listing caps confidence.",2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
Standard Aero Inc.,Standard Aero,SARO,StandardAero Inc,direct,true,0.75,StandardAero listed on the NYSE under SARO in October 2024 (Carlyle-controlled); listing is close to my cutoff so confidence is capped.,2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
Stantec GS Inc.,Stantec GS,STN,Stantec Inc.,subsidiary,true,0.8,"GS (Government Services) division of Stantec Inc., a major Canadian engineering and consulting firm traded on Toronto Stock Exchange.",2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
"Stoke Space Technologies, Inc.",Stoke Space Technologies,,,private,false,0.9,Aerospace startup focused on reusable upper-stage rockets; privately funded as of knowledge cutoff.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
Stonewin LLC,Stonewin,,,private,false,0.85,No recognisable public company or major subsidiary with this name; likely a small specialty contractor.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
"Stratascor LLC, doing business as StratasCorp Technologies",Stratascor,,,private,false,0.85,DBA StratasCorp Technologies; no connection to any listed company found.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
Strategic Mission Systems LLC,Strategic Mission Systems,,,private,false,0.85,Generic name for a defense IT or systems integration firm; no match to a known public entity.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
"Structural Associates Inc.,*",Structural Associates,,,private,false,0.9,Small-business structural engineering or construction firm; no public parent.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
Structural Engineering Group Inc.,Structural Engineering Group,,,private,false,0.85,Specialized engineering consulting firm; no identified public company affiliation.,2026-09-02 16:07:31,claude-haiku-4-5,c414c92442c6453ff637a1dc540ff7347e69e899860e73d76fe728b4b2ab26a5,sk-5c88474c
Stryker Sales,Stryker Sales,,,private,false,0.92,Stryker Corporation is a public medical-device company (SYK); this contractor name does not match any known Stryker division and is likely a private distributor or service provider.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
Sumiju Yokosuka Kogyo Co. Ltd.,Sumiju Yokosuka Kogyo,,,private,false,0.85,Japanese-named entity with no evidence of U.S. listing or major parent; appears to be a private manufacturing concern.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
Suntest Systems,Suntest Systems,,,private,false,0.89,Generic name and small-business scale; no match to any known public contractor or division.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
Superior Maritime Services Inc.,Superior Maritime Services,,,private,false,0.88,"Maritime services contractor without recognisable affiliation to a listed shipping, logistics, or defence prime.",2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
"Supply Chain Management Inc.1.com (SCMI1),*",Supply Chain Management Inc.1.com (SCMI1),,,private,false,0.92,Small-business awardee with idiosyncratic URL-like legal name; no connection to any public entity.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
"SupplyCore Inc.,*",SupplyCore,,,private,false,0.9,Small-business designation and generic supply-chain name indicate a private vendor.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
"SupplyCore LLC,*",SupplyCore,,,private,false,0.9,Small-business designation and generic supply-chain name indicate a private vendor.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
SyQwest LLC,SyQwest,,,private,false,0.87,Unfamiliar name with no match to any known public contractor; appears to be a private speciality firm.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
"Symetrics Industries LLC, doing business as Extant Aerospace","Symetrics Industries, doing business as Extant Aerospace",,,private,false,0.85,Aerospace contractor dba does not match any known public company or division; appears to be a small private shop.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
"Symetrics Industries, doing business as Extant Aerospace","Symetrics Industries, doing business as Extant Aerospace",,,private,false,0.85,Aerospace contractor dba does not match any known public company or division; appears to be a small private shop.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
Synensys LLC,Synensys,,,private,false,0.88,No recognisable match to any listed company; generic software/systems firm name typical of private DoD contractors.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
Sysco Seattle Inc.,Sysco Seattle,SYY,Sysco Corporation,subsidiary,true,0.94,"Sysco Seattle is a regional operating company of Sysco Corporation, listed on the NYSE as SYY.",2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
Sysco Syracuse,Sysco Syracuse,SYY,Sysco Corporation,subsidiary,true,0.94,Sysco Syracuse is a regional distribution subsidiary of NYSE-listed Sysco Corporation (SYY).,2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
"System Innovation LLC,*",System Innovation,,,private,false,0.91,Small-business awardee with generic name; no connection to any listed company.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
"Systems Application & Technologies Inc.,*",Systems Application & Technologies,,,private,false,0.88,Small-business IT contractor name; does not match any known public entity or division.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
Systems Planning & Analysis Inc.,Systems Planning & Analysis,,,private,false,0.87,Defence consulting firm name without recognisable affiliation to any listed company.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
TAT Technologies Ltd.,TAT Technologies,,,private,false,0.87,No match to any known public company; appears to be a private speciality technology firm.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
TATCO RC JV LLC,TATCO RC JV,,,joint_venture,false,0.8,Unrecognised small-business joint venture with no identifiable listed parent.,2026-09-02 16:09:57,claude-opus-5,37da4ad124873e922daaf9a3172a113a2bec0445c9785fb7c02a7b5ef56e2564,sk-5c88474c
TCOM LP,TCOM LP,,,private,false,0.86,Limited partnership with no recognisable match to any public company or division.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
"TEI-Tusas Engine Industries, Inc.",TEI-Tusas Engine Industries,,,private,false,0.75,Turkish aerospace engine manufacturer; foreign entity not publicly listed on U.S. exchanges and not a subsidiary of a U.S. public company.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
TLD,TLD,,,private,false,0.7,Generic three-letter abbreviation with no identifiable match; too ambiguous to resolve further.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
"TLN Worldwide Enterprise,*",TLN Worldwide Enterprise,,,private,false,0.85,Small business IT or logistics firm; no recognizable public company link.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
TOTE Services LLC,TOTE Services,,,private,false,0.88,Support division of private maritime firm; no public listing.,2026-09-02 16:08:04,claude-haiku-4-5,67d51175493f5f7b02bc360a2fbdaf990fad208d838a440345ead427bf68847b,sk-5c88474c
TRU Simulation + Training,TRU Simulation + Training,,,private,false,0.85,Simulation and training provider; not readily matched to any major public aerospace or defense parent.,2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
"TUI America JV LLC,*",TUI America JV,,,joint_venture,false,0.75,"Explicitly marked as JV; neither parent is clearly identifiable as a listed company, so ticker is null.",2026-09-02 16:08:14,claude-haiku-4-5,fdd179d458fce6933f2c8a283891dda31b498eaf2f46ce65d0a3c4b74cdb0f79,sk-5c88474c
Tabcon Inc.,Tabcon,,,private,false,0.9,Generic construction or services name with no match to any public contractor.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
Tailored Lubricants,Tailored Lubricants,,,private,false,0.89,Specialty lubricant producer; no connection to any listed company.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
Tandem Defense,Tandem Defense,,,private,false,0.88,Defence contractor with no recognisable connection to any public prime or division.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
"Taumat LLC,*",Taumat,,,private,false,0.9,Small-business awardee with no recognisable connection to any listed company.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
Tayrona Oil,Tayrona Oil,,,private,false,0.89,Oil and gas or specialty petroleum firm; no connection to any known public defence contractor.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
"Team Carney, Inc.",Team Carney,,,private,false,0.89,Small contractor name typical of private speciality service or construction firm; no connection to any listed company.,2026-09-02 16:07:43,claude-haiku-4-5,d68a39fec269ceb9cbf1dff81d407fa48e7a19bc4d80ea12429d595d01811c06,sk-5c88474c
"Technical and Project Engineering LLC,*",Technical and Project Engineering,,,private,false,0.92,Small engineering firm below the scale of public contractors; no recognized listing or parent company affiliation.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
Tecolote Research Inc.,Tecolote Research,,,private,false,0.88,Independent research and engineering firm; not a subsidiary of any known public aerospace or defense contractor.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
"Tejada Investments LLC,*",Tejada Investments,,,private,false,0.93,Small investment or holding company; no connection to recognized public defense contractors.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
Telecommunication Support Services Inc.,Telecommunication Support Services,,,private,false,0.9,Specialized telecom services firm of modest scale; not traceable to a public parent company.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
Teledyne FLIR Unmanned Ground Systems Inc.,Teledyne FLIR Unmanned Ground Systems,TDY,Teledyne Technologies Incorporated,subsidiary,true,0.92,FLIR Systems was acquired by Teledyne Technologies in 2017 and operates as Teledyne FLIR; TDY trades on NYSE.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
Telos Corp.,Telos,TLS,Telos Corporation,direct,true,0.9,Telos Corporation is a cybersecurity and IT systems firm publicly traded on NASDAQ under ticker TLS.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
"Tepa & Pond Constructors JV,*",Tepa and Pond Constructors JV,,,joint_venture,false,0.7,Joint venture of two private construction firms; neither partner is publicly listed.,2026-09-02 16:07:54,claude-haiku-4-5,85925a38c1d871be571bb3ab81c07a16103cb2bac9064100f76c7c5671795e95,sk-5c88474c
